"title","location","rent_per_month","rooms","area_sq_m","czynsz","url"
"Dwa pokoje w ścisłym centrum, pl. JPII","Stare Miasto","2800","2","37","+ czynsz: 700 zł/miesiąc","/pl/oferta/dwa-pokoje-w-scislym-centrum-pl-jpii-ID4krAN"
"Perfect Apartment,106qm, close to internat schools","Krzyki","9000","3","106","+ czynsz: 1000 zł/miesiąc","/pl/oferta/perfect-apartment-106qm-close-to-internat-schools-ID4b05P"
"[Pl/Ru/Eng] 3 pokoje | Osobna kuchnia","Śródmieście","3200","3","60","+ czynsz: poszukaj w opisie","/pl/oferta/pl-ru-eng-3-pokoje-osobna-kuchnia-ID4kruc"
"Nowoczesne 3 pokoje z balkonem, komórką i garażem","Stare Miasto","5850","3","78.39","+ czynsz: 820 zł/miesiąc","/pl/oferta/nowoczesne-3-pokoje-z-balkonem-komorka-i-garazem-ID4krt1"
"2pok. 4os. rozkład, 5 min. do Rynku! 3300zł Całość","Stare Miasto","2500","2","60","+ czynsz: 350 zł/miesiąc","/pl/oferta/2pok-4os-rozklad-5-min-do-rynku-3300zl-calosc-ID4krrf"
"Wysoki Standard/Garaż/Osiedle zamknięte/ FV 23%","Psie Pole","8000","6","208.52","+ czynsz: poszukaj w opisie","/pl/oferta/wysoki-standard-garaz-osiedle-zamkniete-fv-23-ID4juUq"
"Okazja 2-pokojowe mieszkanie ul. Graniczna","Fabryczna","3000","2","46.6","+ czynsz: 400 zł/miesiąc","/pl/oferta/okazja-2-pokojowe-mieszkanie-ul-graniczna-ID4krl4"
"Kawalerka 32 m2 | Legnicka 49c | Pixelhouse","Fabryczna","2400","1","32","+ czynsz: 400 zł/miesiąc","/pl/oferta/kawalerka-32-m2-legnicka-49c-pixelhouse-ID4krkO"
"2-pokojowe mieszkanie na wynajem blisko centrum","Stare Miasto","2999","2","56","+ czynsz: 650 zł/miesiąc","/pl/oferta/2-pokojowe-mieszkanie-na-wynajem-blisko-centrum-ID4krg7"
"Pl. Grunwaldzki, B. Prusa, Przestronna Kawalerka","Śródmieście","2100","1","29","+ czynsz: 350 zł/miesiąc","/pl/oferta/pl-grunwaldzki-b-prusa-przestronna-kawalerka-ID4krfT"
"nowe – Madalińskiego 3/53a - boczna Pułaskiego","Krzyki","2777","2","32.64","+ czynsz: 307 zł/miesiąc","/pl/oferta/nowe-madalinskiego-3-53a-boczna-pulaskiego-ID4kreh"
"Apartament - 3 sypialnie, salon, kuchnia, 2x garaż","Krzyki","5500","3","113.14","+ czynsz: 350 zł/miesiąc","/pl/oferta/apartament-3-sypialnie-salon-kuchnia-2x-garaz-ID4jMF3"
"Piękne, Wygodne, 2-Pokoje Z Garażem W Centrum","Stare Miasto","2950","2","48.8","+ czynsz: 450 zł/miesiąc","/pl/oferta/piekne-wygodne-2-pokoje-z-garazem-w-centrum-ID4krbo"
"Okolice Stanisława Dubois WINDA/MIEJSCE POSTOJOWE","Śródmieście","2100","1","27","+ czynsz: 360 zł/miesiąc","/pl/oferta/okolice-stanislawa-dubois-winda-miejsce-postojowe-ID4krau"
"Okolice Legnickiej PARKING","Stare Miasto","2500","2","50","+ czynsz: 1000 zł/miesiąc","/pl/oferta/okolice-legnickiej-parking-ID4kra6"
"Lux Apt,154m2,Wiwulskiego,Duplex,2Bedrooms","Śródmieście","7200","4","154","+ czynsz: 1450 zł/miesiąc","/pl/oferta/lux-apt-154m2-wiwulskiego-duplex-2bedrooms-ID4kiqC"
"Kopycińskiego 1/1 - bez pośredników","Krzyki","5077","4","72.33","+ czynsz: 615 zł/miesiąc","/pl/oferta/kopycinskiego-1-1-bez-posrednikow-ID4jQa2"
"nowe – Białowieska 114/90 - bez pośredników","Fabryczna","4049","3","49.83","+ czynsz: 503 zł/miesiąc","/pl/oferta/nowe-bialowieska-114-90-bez-posrednikow-ID4jMlC"
"nowe – Białowieska 110/14 - bez pośredników","Fabryczna","2821","2","41.34","+ czynsz: 373 zł/miesiąc","/pl/oferta/nowe-bialowieska-110-14-bez-posrednikow-ID4knzi"
"nowe – Białowieska 118/33 - bez pośredników","Fabryczna","3172","2","47.65","+ czynsz: 459 zł/miesiąc","/pl/oferta/nowe-bialowieska-118-33-bez-posrednikow-ID4koIC"
"Zielona okolica | Balkon | Komórka lok. | Parking","Psie Pole","2200","2","49.26","+ czynsz: 700 zł/miesiąc","/pl/oferta/zielona-okolica-balkon-komorka-lok-parking-ID4kr5g"
"nowe – Świętokrzyska 37/32C - bez pośredników","Śródmieście","2949","2","49.98","+ czynsz: 450 zł/miesiąc","/pl/oferta/nowe-swietokrzyska-37-32c-bez-posrednikow-ID4koCQ"
"Przestronny apartament w rynku","Rynek","4000","2","37","+ czynsz: 800 zł/miesiąc","/pl/oferta/przestronny-apartament-w-rynku-ID4jCyj"
"2 pokojowe mieszkanie ul. Drabika- pierwszy najem.","dolnośląskie","2600","2","40","+ czynsz: 450 zł/miesiąc","/pl/oferta/2-pokojowe-mieszkanie-ul-drabika-pierwszy-najem-ID4kqO7"
"3-Pokoje, Ładne, Przytulne, Z Balkonem Na Wynajem","Fabryczna","3500","3","62.53","+ czynsz: 950 zł/miesiąc","/pl/oferta/3-pokoje-ladne-przytulne-z-balkonem-na-wynajem-ID4kqO2"
"Gaj_54m2_2 pok_m. postojowe_Od Zaraz","Krzyki","2800","2","54.26","+ czynsz: 580 zł/miesiąc","/pl/oferta/gaj-54m2-2-pok-m-postojowe-od-zaraz-ID4kqIq"
"Studio#Nowe#Krzyki#Jagodno","Krzyki","1875","1","27","+ czynsz: 400 zł/miesiąc","/pl/oferta/studio-nowe-krzyki-jagodno-ID4kqGG"
"Księcia_Witolda_Apartament_Premium! 76m2_3 Pok_Tar","Śródmieście","7500","3","75.57","+ czynsz: poszukaj w opisie","/pl/oferta/ksiecia-witolda-apartament-premium-76m2-3-pok-tar-ID4kqG9"
"nowe – Białowieska 118/3 - bez pośredników","Fabryczna","2673","2","37.33","+ czynsz: 336 zł/miesiąc","/pl/oferta/nowe-bialowieska-118-3-bez-posrednikow-ID4kqFk"
"Ładne 3 pokoje I 60m2 I Ogrody Hallera","Fabryczna","3500","3","60","+ czynsz: 700 zł/miesiąc","/pl/oferta/ladne-3-pokoje-i-60m2-i-ogrody-hallera-ID4kqzd"
"3 pok. 64m2,Wichrowa close to int. schools","Fabryczna","3800","3","64","+ czynsz: 800 zł/miesiąc","/pl/oferta/3-pok-64m2-wichrowa-close-to-int-schools-ID4kqzc"
"Pierwszy najem! Nowe, wyposazone studio z balkonem","Psie Pole","2000","1","18","+ czynsz: 600 zł/miesiąc","/pl/oferta/pierwszy-najem-nowe-wyposazone-studio-z-balkonem-ID4kqxr"
"Mieszkanie Wrocław Jagodno 40m wynajem parking","Krzyki","2500","2","40","+ czynsz: 400 zł/miesiąc","/pl/oferta/mieszkanie-wroclaw-jagodno-40m-wynajem-parking-ID4k3Bk"
"Studio w ANGEL CITY 2023 do wynajęcia-UL.WALONSKA","Krzyki","2700","1","29","+ czynsz: 500 zł/miesiąc","/pl/oferta/studio-w-angel-city-2023-do-wynajecia-ul-walonska-ID4kB8B"
"Mieszkanie po generalnym remoncie","Fabryczna","2500","2","46","+ czynsz: 1000 zł/miesiąc","/pl/oferta/mieszkanie-po-generalnym-remoncie-ID4kATj"
"4-pokojowe (3 sypialnie i salon z kuchnią)","Fabryczna","4000","4","55","+ czynsz: poszukaj w opisie","/pl/oferta/4-pokojowe-3-sypialnie-i-salon-z-kuchnia-ID4kquC"
"Dwupokojowe mieszkanie, 40 m², ul. Litewska","Psie Pole","2000","2","40","+ czynsz: 650 zł/miesiąc","/pl/oferta/dwupokojowe-mieszkanie-40-m-ul-litewska-ID3Yvd6"
"Ul. Kościuszki _ 2 pok _ rozkład _ balkon_od zaraz","Stare Miasto","2200","2","47","+ czynsz: 710 zł/miesiąc","/pl/oferta/ul-kosciuszki-2-pok-rozklad-balkon-od-zaraz-ID4kqm7"
"Jana Pawła II - 2 pokoje do wynajęcia","Stare Miasto","2450","2","30.97","+ czynsz: 500 zł/miesiąc","/pl/oferta/jana-pawla-ii-2-pokoje-do-wynajecia-ID4kpVz"
"Mieszkanie super lokalizacja + parking od 1.6.2023","Stare Miasto","2600","2","36","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkanie-super-lokalizacja-parking-od-1-6-2023-ID4gOxO"
"Kameralne, zamknięte osiedle.","Krzyki","5500","4","120","+ czynsz: poszukaj w opisie","/pl/oferta/kameralne-zamkniete-osiedle-ID4kqb0"
"nieaktualne","Krzyki","2000","1","30","+ czynsz: 310 zł/miesiąc","/pl/oferta/nieaktualne-ID4kq9d"
"Do wynajęcia mieszkanie 3 pokojowe przy Rynku Wroc","Stare Miasto","4500","3","78","+ czynsz: 950 zł/miesiąc","/pl/oferta/do-wynajecia-mieszkanie-3-pokojowe-przy-rynku-wroc-ID4hV9x"
"Przytulne Mieszkanie Dla Pary/Singla","Śródmieście","1800","1","23","+ czynsz: 300 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-dla-pary-singla-ID4kq0G"
"3- osobne pokoje ul. Wałbrzyska zamknięte osiedle","Krzyki","3000","3","64","+ czynsz: 600 zł/miesiąc","/pl/oferta/3-osobne-pokoje-ul-walbrzyska-zamkniete-osiedle-ID4kpZO"
"Klimatyzacja, po remoncie, parking przed budynkiem","Krzyki","3800","4","80.14","+ czynsz: poszukaj w opisie","/pl/oferta/klimatyzacja-po-remoncie-parking-przed-budynkiem-ID4kpPX"
"4 pokojowe ul.Racławicka, 3piętro, balkon garaż","Krzyki","6900","4","90","+ czynsz: 1100 zł/miesiąc","/pl/oferta/4-pokojowe-ul-raclawicka-3pietro-balkon-garaz-ID4koK5"
"Luksusowe mieszkanie/2 pokoje/Browary Wrocławskie/","Śródmieście","4000","2","50","+ czynsz: 750 zł/miesiąc","/pl/oferta/luksusowe-mieszkanie-2-pokoje-browary-wroclawskie-ID4kpOH"
"Kawalerka z widokiem na rzekę! PIERWSZY NAJEM","Śródmieście","2300","1","31","+ czynsz: 500 zł/miesiąc","/pl/oferta/kawalerka-z-widokiem-na-rzeke-pierwszy-najem-ID4kpOl"
"Kawalerka dla pary na Psim Polu w zielonej okolicy","Psie Pole","1800","1","26.5","+ czynsz: 530 zł/miesiąc","/pl/oferta/kawalerka-dla-pary-na-psim-polu-w-zielonej-okolicy-ID4jVBR"
"ul. Jedności Narodowej _ 2 pok _ balkon _ AC","Śródmieście","3000","2","36","+ czynsz: 600 zł/miesiąc","/pl/oferta/ul-jednosci-narodowej-2-pok-balkon-ac-ID4kpMa"
"3 pok + antresola \ Grabiszynek \ Rymarska","Fabryczna","3900","3","96","+ czynsz: 750 zł/miesiąc","/pl/oferta/3-pok-antresola-grabiszynek-rymarska-ID4kpKA"
"*Lux*apartament*50m2*Krzyki Skarbowców/Szarugi*","Krzyki","3200","2","50","+ czynsz: 600 zł/miesiąc","/pl/oferta/luxapartament50m2krzyki-skarbowcow-szarugi-ID4kpJo"
"Lokal mieszkalny/użytkowy z miejscem parkingowym","Fabryczna","2000","2","32.24","+ czynsz: poszukaj w opisie","/pl/oferta/lokal-mieszkalny-uzytkowy-z-miejscem-parkingowym-ID4kpIx"
"Kawalerka na Biskupinie, blisko Pl.Grunwaldzki","Śródmieście","1750","1","35","+ czynsz: 550 zł/miesiąc","/pl/oferta/kawalerka-na-biskupinie-blisko-pl-grunwaldzki-ID4kpH7"
"2 pok | Krzyki | z Balkonem","Krzyki","2500","2","47","+ czynsz: poszukaj w opisie","/pl/oferta/2-pok-krzyki-z-balkonem-ID4kpDX"
"Duże jasne, ciche, furtka do wyjścia do Ch Borek","Krzyki","5000","3","80","+ czynsz: 800 zł/miesiąc","/pl/oferta/duze-jasne-ciche-furtka-do-wyjscia-do-ch-borek-ID4kpyE"
"wynajmę kawalerkę, Wrocław ul.Opolska 121","Krzyki","2200","1","29","+ czynsz: 350 zł/miesiąc","/pl/oferta/wynajme-kawalerke-wroclaw-ul-opolska-121-ID3M4eY"
"Ekskluzywne 2 pokoje przy Pl. JP II | od zaraz","Śródmieście","3499","2","30","+ czynsz: 451 zł/miesiąc","/pl/oferta/ekskluzywne-2-pokoje-przy-pl-jp-ii-od-zaraz-ID4jT6p"
"2 pokoje | wysoki standard | nowe | garaż","Fabryczna","3700","2","47","+ czynsz: 500 zł/miesiąc","/pl/oferta/2-pokoje-wysoki-standard-nowe-garaz-ID4kpt5"
"Mieszkanie bilsko centrum! od zaraz","Śródmieście","3000","2","40","+ czynsz: 460 zł/miesiąc","/pl/oferta/mieszkanie-bilsko-centrum-od-zaraz-ID4kpq9"
"Trzypokojowe mieszkanie na wynajem /Kościuszki","Stare Miasto","3400","3","73.9","+ czynsz: 700 zł/miesiąc","/pl/oferta/trzypokojowe-mieszkanie-na-wynajem-kosciuszki-ID4keGY"
"Komfortowy apartament w centrum miasta","Stare Miasto","3500","2","51.28","+ czynsz: poszukaj w opisie","/pl/oferta/komfortowy-apartament-w-centrum-miasta-ID4kplJ"
"Na wynajem| Mieszkanie| Rynek Wrocław","Rynek","5000","2","55","+ czynsz: 630 zł/miesiąc","/pl/oferta/na-wynajem-mieszkanie-rynek-wroclaw-ID4kpl8"
"Przytulne Mieszkanie Z Balkonem Do Wynajęcia","Psie Pole","3450","3","57.1","+ czynsz: 590 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-z-balkonem-do-wynajecia-ID4kpk4"
"Doskonałe dla singla lub pary","Krzyki","2900","2","34.77","+ czynsz: poszukaj w opisie","/pl/oferta/doskonale-dla-singla-lub-pary-ID4kpiP"
"10 minut do Rynku","Psie Pole","3100","3","65","+ czynsz: 760 zł/miesiąc","/pl/oferta/10-minut-do-rynku-ID4kpfw"
"Zamieszkaj w centrum,Krawiecka,2 pokoje,rozkładowe","Stare Miasto","3500","2","63.1","+ czynsz: 815 zł/miesiąc","/pl/oferta/zamieszkaj-w-centrum-krawiecka-2-pokoje-rozkladowe-ID4k9Gd"
"10 min. do Rynku","Krzyki","2900","2","40","+ czynsz: 280 zł/miesiąc","/pl/oferta/10-min-do-rynku-ID4kpeM"
"Dwupoziomowe mieszkanie Ołtaszyn, garaż,2 łazienki","Krzyki","4200","3","90","+ czynsz: poszukaj w opisie","/pl/oferta/dwupoziomowe-mieszkanie-oltaszyn-garaz-2-lazienki-ID46GoV"
"2-pokojowe mieszkanie w ogródkiem","Krzyki","2500","2","37","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokojowe-mieszkanie-w-ogrodkiem-ID4kp7T"
"ul.Wolbromska, 3 pokoje, balkon , winda w budynku","Krzyki","2800","3","51","+ czynsz: poszukaj w opisie","/pl/oferta/ul-wolbromska-3-pokoje-balkon-winda-w-budynku-ID4kp7S"
"Znalazłeś! 2 niezależne pokoje/ Po remoncie /Kozia","Fabryczna","2500","2","48.5","+ czynsz: 650 zł/miesiąc","/pl/oferta/znalazles-2-niezalezne-pokoje-po-remoncie-kozia-ID4koZN"
"3-pokojowe rozkładowe mieszkanie - ul. Szwedzka","Fabryczna","2800","3","64","+ czynsz: 800 zł/miesiąc","/pl/oferta/3-pokojowe-rozkladowe-mieszkanie-ul-szwedzka-ID4koTo"
"Super Kawalerka - Sołtysowicka / Studio apartment","Psie Pole","1750","1","19","+ czynsz: 550 zł/miesiąc","/pl/oferta/super-kawalerka-soltysowicka-studio-apartment-ID4kokU"
"#Racławicka #3_pokoje #szkoła #m.p.","Krzyki","5250","3","64","+ czynsz: 800 zł/miesiąc","/pl/oferta/raclawicka-3-pokoje-szkola-m-p-ID4koM3"
"Śliczna kawalerka, okolice Pereca","Fabryczna","2400","1","26","+ czynsz: 400 zł/miesiąc","/pl/oferta/sliczna-kawalerka-okolice-pereca-ID4hY2q"
"nowe – Białowieska 120/8 - bez pośredników","Fabryczna","2710","2","37.36","+ czynsz: 337 zł/miesiąc","/pl/oferta/nowe-bialowieska-120-8-bez-posrednikow-ID4koAu"
"2- pokojowe z balkonem 10 m2 i garażem/ Jesionowa","Krzyki","2700","2","47","+ czynsz: 550 zł/miesiąc","/pl/oferta/2-pokojowe-z-balkonem-10-m2-i-garazem-jesionowa-ID4k8DB"
"Studio 28 m2 z tarasem 25m2 Tęczowa","Stare Miasto","2300","1","28","+ czynsz: 350 zł/miesiąc","/pl/oferta/studio-28-m2-z-tarasem-25m2-teczowa-ID4k8Ba"
"2-pokojowe z balkonem i garażem/Atal Towers","Stare Miasto","2900","2","46","+ czynsz: 680 zł/miesiąc","/pl/oferta/2-pokojowe-z-balkonem-i-garazem-atal-towers-ID4jRDB"
"Studio - 32 m2 z balkonem / Walońska","Krzyki","2700","1","32","+ czynsz: 460 zł/miesiąc","/pl/oferta/studio-32-m2-z-balkonem-walonska-ID4kl0H"
"2-Pokojowe mieszkanie / 5 min pieszo do pl. Bema","Śródmieście","3000","2","48.1","+ czynsz: 480 zł/miesiąc","/pl/oferta/2-pokojowe-mieszkanie-5-min-pieszo-do-pl-bema-ID4konM"
"Elegancka kawalerka 28m ul. Kamienna","Krzyki","2100","1","28","+ czynsz: 380 zł/miesiąc","/pl/oferta/elegancka-kawalerka-28m-ul-kamienna-ID4knHW"
"APARTAMENT w centrum miasta","Śródmieście","3100","1","35.77","+ czynsz: 570 zł/miesiąc","/pl/oferta/apartament-w-centrum-miasta-ID4junP"
"Nowe! | 3 pokoje | Balkon | Garaż | Wyposażenie |","Fabryczna","3900","3","54","+ czynsz: 1000 zł/miesiąc","/pl/oferta/nowe-3-pokoje-balkon-garaz-wyposazenie-ID4kohg"
"Mieszkanie na Starym Mieście do WYNAJĘCIA","Stare Miasto","2500","2","36","+ czynsz: 500 zł/miesiąc","/pl/oferta/mieszkanie-na-starym-miescie-do-wynajecia-ID4kofq"
"Apartament z pięknym widokiem - Atal, 13 piętro!","Stare Miasto","5200","2","50","+ czynsz: 500 zł/miesiąc","/pl/oferta/apartament-z-pieknym-widokiem-atal-13-pietro-ID4koc3"
"Mieszkanie dwupokojowe - Szybowcowa","Fabryczna","2700","2","50","+ czynsz: 750 zł/miesiąc","/pl/oferta/mieszkanie-dwupokojowe-szybowcowa-ID4ko6y"
"Apartament 3 pokojowy, ul. Kuźnicza","Stare Miasto","3200","3","45.24","+ czynsz: 600 zł/miesiąc","/pl/oferta/apartament-3-pokojowy-ul-kuznicza-ID4ko68"
"2 Pokoje*Przestronne*Balkon*Spokojna okolica","Krzyki","2500","2","48.5","+ czynsz: 700 zł/miesiąc","/pl/oferta/2-pokojeprzestronnebalkonspokojna-okolica-ID4ko4S"
"Mieszkanie z osobną kuchnią,Krzyki, pierwszy najem","Krzyki","2900","2","45","+ czynsz: 200 zł/miesiąc","/pl/oferta/mieszkanie-z-osobna-kuchnia-krzyki-pierwszy-najem-ID4ko4g"
"Wynajmę mieszkanie w centrum Wrocławia","Śródmieście","3500","3","65","+ czynsz: poszukaj w opisie","/pl/oferta/wynajme-mieszkanie-w-centrum-wroclawia-ID4ko1k"
"Wrocław, Centrum Południowe, ul. Gwiażdzista","Krzyki","5500","3","66.5","+ czynsz: poszukaj w opisie","/pl/oferta/wroclaw-centrum-poludniowe-ul-gwiazdzista-ID4ko16"
"Mieszkanie 40 m2 w Atal Towers od marca","Stare Miasto","2900","2","40","+ czynsz: 400 zł/miesiąc","/pl/oferta/mieszkanie-40-m2-w-atal-towers-od-marca-ID4knZr"
"Dwupoziomowe /6 pokoi /Ogród/ Krzyki / 163 m2","Krzyki","7000","6","163","+ czynsz: poszukaj w opisie","/pl/oferta/dwupoziomowe-6-pokoi-ogrod-krzyki-163-m2-ID4knXI"
"Dwa Pokoje Na Krzykach W Nowym Budynku","Krzyki","2400","2","44","+ czynsz: 600 zł/miesiąc","/pl/oferta/dwa-pokoje-na-krzykach-w-nowym-budynku-ID4knU3"
"0 % prowizji od najemcy Luksusowe mieszkanie","Stare Miasto","7200","3","81","+ czynsz: 850 zł/miesiąc","/pl/oferta/0-prowizji-od-najemcy-luksusowe-mieszkanie-ID4jryE"
"Mieszkanie, 49 m², Wrocław","Psie Pole","2700","2","49","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-49-m-wroclaw-ID4knSL"
"Na wynajem apartament przy ul. Wiwulskiego/118m2","Śródmieście","7500","3","118","+ czynsz: 1000 zł/miesiąc","/pl/oferta/na-wynajem-apartament-przy-ul-wiwulskiego-118m2-ID4knPs"
"Wynajmę 3 pokojowe ul Ołtaszyńska","Krzyki","3500","3","63","+ czynsz: 530 zł/miesiąc","/pl/oferta/wynajme-3-pokojowe-ul-oltaszynska-ID4knOR"
"2 osobne pokoje","Krzyki","2600","2","48","+ czynsz: 650 zł/miesiąc","/pl/oferta/2-osobne-pokoje-ID4knNk"
"Przestronne mieszkanie /Garaż/Tars/Ogród","Psie Pole","3000","4","120","+ czynsz: poszukaj w opisie","/pl/oferta/przestronne-mieszkanie-garaz-tars-ogrod-ID4knL1"
"3 pokojowe / Smardzowska / BEZPOŚREDNIO","Krzyki","3500","3","68","+ czynsz: 1100 zł/miesiąc","/pl/oferta/3-pokojowe-smardzowska-bezposrednio-ID4knJD"
"Mieszkanie 4 pokoje Leśnica, las, nowe, klima","Fabryczna","4200","4","79","+ czynsz: 700 zł/miesiąc","/pl/oferta/mieszkanie-4-pokoje-lesnica-las-nowe-klima-ID4knHN"
"Dwupokojowe mieszkanie w Rezydencji Ołtaszyn","Krzyki","2500","2","49","+ czynsz: 500 zł/miesiąc","/pl/oferta/dwupokojowe-mieszkanie-w-rezydencji-oltaszyn-ID4knGW"
"2 Pokoje | Balkon | wysoki standard | nowe","Fabryczna","3800","2","56","+ czynsz: 595 zł/miesiąc","/pl/oferta/2-pokoje-balkon-wysoki-standard-nowe-ID4knAe"
"Mieszkanie dwupokojowe faktura vat","Fabryczna","2800","2","42.51","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkanie-dwupokojowe-faktura-vat-ID4ky03"
"Nowe,50m,2pok,Pradzynskiego,bez posrednikow","Krzyki","3400","2","50","+ czynsz: 800 zł/miesiąc","/pl/oferta/nowe-50m-2pok-pradzynskiego-bez-posrednikow-ID46uhm"
"Mieszkanie Wrocław, balkon i taras! umeblowane","Psie Pole","2200","1","40","+ czynsz: 400 zł/miesiąc","/pl/oferta/mieszkanie-wroclaw-balkon-i-taras-umeblowane-ID4kp02"
"Okolica Skytower/ 3 Pok./ Rozkład/ Na Wynajem","dolnośląskie","3300","3","52","+ czynsz: 650 zł/miesiąc","/pl/oferta/okolica-skytower-3-pok-rozklad-na-wynajem-ID4knyc"
"3 pokoje/świeżo po remoncie/zieleń/blisko Centrum","Krzyki","3200","3","56","+ czynsz: 540 zł/miesiąc","/pl/oferta/3-pokoje-swiezo-po-remoncie-zielen-blisko-centrum-ID4knv1"
"Mieszkanie 2-pok., nowe, garaż podziemny, Jagodno","Krzyki","2900","2","56.81","+ czynsz: 700 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-nowe-garaz-podziemny-jagodno-ID4knw3"
"Wyjątkowa Kawalerka / Klecina / Balkon / Garaż","Krzyki","2450","1","28.3","+ czynsz: 350 zł/miesiąc","/pl/oferta/wyjatkowa-kawalerka-klecina-balkon-garaz-ID4knsr"
"5 pokojowe, 2 poziomowe na wynajem","Psie Pole","5500","5","106","+ czynsz: 250 zł/miesiąc","/pl/oferta/5-pokojowe-2-poziomowe-na-wynajem-ID4jYSh"
"Prestiżowe,duże116m2 mieszkanie z potężnym tarasem","Krzyki","7900","4","116","+ czynsz: 1000 zł/miesiąc","/pl/oferta/prestizowe-duze116m2-mieszkanie-z-poteznym-tarasem-ID4knpN"
"Apartament 2 pokoje obok Placu Dominikańskiego","Wrocław","3240","2","35","+ czynsz: 361 zł/miesiąc","/pl/oferta/apartament-2-pokoje-obok-placu-dominikanskiego-ID4knpp"
"Mieszkanie 2-pok | Parking | Balkon | Zakładowa","Psie Pole","2830","2","48","+ czynsz: 447 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-parking-balkon-zakladowa-ID4bFGw"
"Centrum, pl Kościuszki , kawalerka","Stare Miasto","2200","1","27","+ czynsz: 290 zł/miesiąc","/pl/oferta/centrum-pl-kosciuszki-kawalerka-ID4kno3"
"Blisko Rynku Nowe Osiedle Balkon","Stare Miasto","2500","2","42","+ czynsz: 500 zł/miesiąc","/pl/oferta/blisko-rynku-nowe-osiedle-balkon-ID4jYUr"
"UL. SKARBOWCÓW / BALKON","Krzyki","2400","2","40","+ czynsz: poszukaj w opisie","/pl/oferta/ul-skarbowcow-balkon-ID4kn9P"
"Nowe mieszkanie 50m2 2 pokojowe Stabłowice","Fabryczna","2700","2","50","+ czynsz: 655 zł/miesiąc","/pl/oferta/nowe-mieszkanie-50m2-2-pokojowe-stablowice-ID4kbQH"
"Mieszkanie 3 pokojowe ul. Jesionowa, Tarnogaj-Huby","Krzyki","3500","3","55","+ czynsz: 450 zł/miesiąc","/pl/oferta/mieszkanie-3-pokojowe-ul-jesionowa-tarnogaj-huby-ID4kn51"
"Nowa wyposażona kawalerka, pl Grunwaldzki","Nadodrze","2100","1","27","+ czynsz: 450 zł/miesiąc","/pl/oferta/nowa-wyposazona-kawalerka-pl-grunwaldzki-ID4kn3b"
"Luksusowe mieszkanie w zabytkowej kamienicy","Śródmieście","9000","3","127","+ czynsz: poszukaj w opisie","/pl/oferta/luksusowe-mieszkanie-w-zabytkowej-kamienicy-ID4i9us"
"Olimpia Port 2 pokoje Od Zaraz","Psie Pole","3000","2","47","+ czynsz: poszukaj w opisie","/pl/oferta/olimpia-port-2-pokoje-od-zaraz-ID4ki91"
"Wynajmę mieszkanie w centrum miasta z tarasem!","Śródmieście","3400","2","1","+ czynsz: 670 zł/miesiąc","/pl/oferta/wynajme-mieszkanie-w-centrum-miasta-z-tarasem-ID4klfA"
"Przytulne Mieszkanie | gotowe | Milo nr 33","Krzyki","1950","1","18.21","+ czynsz: 1950 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-gotowe-milo-nr-33-ID4jYz2"
"Kawalerka 27m2, ul Komandorska Wrocław","Krzyki","2200","1","27","+ czynsz: 400 zł/miesiąc","/pl/oferta/kawalerka-27m2-ul-komandorska-wroclaw-ID4an5E"
"Mieszkanie dwupokojowe, rozkładowe, ul. Ślężna","Krzyki","2700","2","42","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-dwupokojowe-rozkladowe-ul-slezna-ID4kmya"
"Apartament, taras, 2 m.p.","Krzyki","4000","2","73","+ czynsz: 1500 zł/miesiąc","/pl/oferta/apartament-taras-2-m-p-ID4kbaT"
"KAMIEŃSKIEGO, 4 pokoje, 87 m2, osobna kuchnia","Psie Pole","3350","4","87","+ czynsz: 994,65 zł/miesiąc","/pl/oferta/kamienskiego-4-pokoje-87-m2-osobna-kuchnia-ID4kmsO"
"JARACZA, 40 m2, 2 pokoje + osobna kuchnia, rozkład","Śródmieście","2850","2","40","+ czynsz: 510 zł/miesiąc","/pl/oferta/jaracza-40-m2-2-pokoje-osobna-kuchnia-rozklad-ID4kmsk"
"Lux 2 Pokoje z balkonem Centrum","Śródmieście","3300","2","47","+ czynsz: poszukaj w opisie","/pl/oferta/lux-2-pokoje-z-balkonem-centrum-ID4kmoW"
"Mieszkanie 34m2, ścisłe centrum. PL/ENG","Krzyki","2850","1","34","+ czynsz: 400 zł/miesiąc","/pl/oferta/mieszkanie-34m2-scisle-centrum-pl-eng-ID4kmbv"
"W bliskiej odległości od Placu Grunwaldzkiego","Śródmieście","2300","1","39","+ czynsz: 450 zł/miesiąc","/pl/oferta/w-bliskiej-odleglosci-od-placu-grunwaldzkiego-ID4kcCv"
"Trzy pokoje ul Bierutowska komfortowe mieszkanie","Psie Pole","2950","3","80","+ czynsz: poszukaj w opisie","/pl/oferta/trzy-pokoje-ul-bierutowska-komfortowe-mieszkanie-ID4km0q"
